"","code","label","subcategory","feedback","criticality","organization","question","row_index","Sentiment"
"3210","dp","Dignity","Involvement: Of Service Users/Patients","I feel as I have had a posItIve expereInce wIth the nurses, that are always chatty and they Include me Into my care. 
",0,"Trust B","Trust B - Q1",3548,0.778
"3211","sa","Staff","Attitude Of Staff","I feel as though they are very helpful and have helped me wIth any questIons and worrIes i have.",0,"Trust B","Trust B - Q1",3549,0.075
"3212","cl","Care received","Made A Difference To My Life","I feel I have made an improvement due to theIr help.",3,"Trust B","Trust B - Q1",3552,0.691
"3213","cc","Care received","Care received","I feel I was gIven approprIate care In a kInd and effIcIent manner.",0,"Trust B","Trust B - Q1",3553,0.856
"3214","cs","Care received","Advice and support","I feel lIke I,ve been given a lot of help and everyones been understandIng.",0,"Trust B","Trust B - Q1",3554,0.637
"3215","ml","Communication","Listening","I feel listened to and like that I am movIng forward.",0,"Trust B","Trust B - Q1",3555,0.361
"3216","cl","Care received","Made A Difference To My Life","I feel my daughter has learned to manage her anxIety a lot more and Is socIalIsIng wIth her frIends a bIt more and It Is thanks to the anxIety group that she attended.",3,"Trust B","Trust B - Q1",3556,0.557
"3217","sp","Staff","Professionalism/Competence Of Staff","I feel that crisis team respond very quIckly & are able to calm dIsruptions down.  FantastIc advIce and team work, very In touch wIth famIly & offer an amazIng servIce.  Crisis Team are a credIt to NHS.",0,"Trust B","Trust B - Q1",3558,0.178
"3218","mi","Communication","Amount/clarity of information","I feel that the kids did so well tryIng new food,  also its good for parents to learn what food Is good/bad and also what food contaIns suger. I also feel Its good bondIng tIme.",0,"Trust B","Trust B - Q1",3559,0.802
"3219","cs","Care received","Advice and support","I feel that this servIce helps my daughter very well",0,"Trust B","Trust B - Q1",3560,0.611
"3220","cl","Care received","Made A Difference To My Life","I feel the Bradgate unit has helped me to come Into my own from a very bad place. In partIcular the OT actIvItIes have helped me to focus and acted as a form of mindfulness. This admIssIon has been 10x better than my last because of all the staff.",4,"Trust B","Trust B - Q1",3561,-0.225
"3221","cs","Care received","Advice and support","I feel very supported by the team.  Would like to thank XXXX, Admin, also for her support In orderIng equIpment.",0,"Trust B","Trust B - Q1",3562,0.852
"3222","cs","Care received","Advice and support","I feel XXXX was very thorough wIth her questIons and supportIve in terms of my need to return to runnIng if possIble.",0,"Trust B","Trust B - Q1",3563,0.296
"3223","sa","Staff","Attitude Of Staff","I felt I was important and the speed at which I was contacted was excellent.
eed",0,"Trust B","Trust B - Q1",3565,0.67
"3224","ml","Communication","Listening","I felt listened to and all my questions were answered.",0,"Trust B","Trust B - Q1",3566,0
"3225","ml","Communication","Listening","I felt listened too and some helpful stratagies offered.  Thankyou for understanding daughters difficult behavior.",0,"Trust B","Trust B - Q1",3567,0.077
"3226","cs","Care received","Advice and support","I felt really supported and happy with the service, we were well informed and everything was well explained.",0,"Trust B","Trust B - Q1",3568,0.868
"3227","ds","Dignity","Feeling safe including bullying","I felt safe here, my experience was very good indeed. Very informative and physio made me feel more confident.
I too was recommended to come to Dalgliesh ward for rehab by a previous patient of yours. You have a good reputation.  I'm so glad I came here.",4,"Trust B","Trust B - Q1",3569,0.948
"3228","dp","Dignity","Involvement: Of Service Users/Patients","I felt that everything was discussed thoroughly and I was taken through the treatment plan in full.  There was no rush and I had all the time needed.",0,"Trust B","Trust B - Q1",3570,-0.296
"3229","sa","Staff","Attitude Of Staff","I felt that my nurse was very understanding.",0,"Trust B","Trust B - Q1",3572,0
"3230","ss","Staff","Staff: General","I felt that the lady I saw was very good.",0,"Trust B","Trust B - Q1",3573,0.493
"3231","ce","Care received","Emotional care","I felt that the physiotherapist was interested, interested to what I said and wanted to help me. She did and was helpful and encouraging.",3,"Trust B","Trust B - Q1",3574,0.923
"3232","cs","Care received","Advice and support","I felt that the support given was very helpful and specific.",0,"Trust B","Trust B - Q1",3575,0.7
"3233","cf","Care received","Carer support","I felt that the team were friendly and only endevored to help my family through the pain minefield and the unknowns surrounding management of pain.  This gave me a little more confidence in going forward on the approaches recomended but also for future management.  As a lone parent this meeting felt like a saftey net that has caught and stopped us from falling any further",0,"Trust B","Trust B - Q1",3576,-0.213
"3234","cc","Care received","Care received","I felt the course has very useful to my child and family.",0,"Trust B","Trust B - Q1",3577,0.493
"3235","sa","Staff","Attitude Of Staff","I felt the therapist was very friendly and helpful.",0,"Trust B","Trust B - Q1",3579,0.762
"3236","cl","Care received","Made A Difference To My Life","I felt this therapy did change what I had been experiencing, the disfunction of my throat and breathing and the fear i was having.  So I feel this therapy has been a great help.
",3,"Trust B","Trust B - Q1",3580,0.557
"3237","sa","Staff","Attitude Of Staff","I felt XXXX was very understanding and didn't leave me with any questions I needed to ask, which gave me confidence.",0,"Trust B","Trust B - Q1",3581,0.534
"3238","mi","Communication","Amount/clarity of information","I find it very helpful because they taught us a lot of things about my childs health, while they do a lot of activities which look very tough . They also teach me and my child in really interesting ways, like games and have to compare sugars and sometimes shocking results.  W also cook really healthy food for us to try.",0,"Trust B","Trust B - Q1",3582,0.81
"3239","sa","Staff","Attitude Of Staff","I find the staff welcoming and caring, making me feel more comfortable in discussing things.",0,"Trust B","Trust B - Q1",3583,0.866
"3240","sa","Staff","Attitude Of Staff","I found everyone to be kind and considerate.",0,"Trust B","Trust B - Q1",3584,0.743
"3241","cs","Care received","Advice and support","I found it helpful. Therefore I would recommend, if I found any friend needs a help.",0,"Trust B","Trust B - Q1",3586,0.881
"3242","mi","Communication","Amount/clarity of information","I found MSK assessment with XXXX clear and I understood all the information given to me.  I now have an appointment date.",0,"Trust B","Trust B - Q1",3587,0.382
"3243","cs","Care received","Advice and support","I found OT helpful. Learning to cook again, was very good.",0,"Trust B","Trust B - Q1",3588,0.718
"3244","cs","Care received","Advice and support","I found the course extremely helpful and enjoyed doing the exercises and the information talks afterwards.  I am going to continue exercises.",0,"Trust B","Trust B - Q1",3590,0.769
"3245","mi","Communication","Amount/clarity of information","I found the information given very informative and very helpful.",0,"Trust B","Trust B - Q1",3591,0.475
"3246","mi","Communication","Amount/clarity of information","I found the information given was informative and very helpful, nearly immediate improvement.",0,"Trust B","Trust B - Q1",3592,0.726
"3247","sa","Staff","Attitude Of Staff","I found the nurses caring, informative and pleasant.",0,"Trust B","Trust B - Q1",3593,0.758
"3248","cs","Care received","Advice and support","I found the phone call very thorough and helpful and the exercises I was given are already making a difference.",0,"Trust B","Trust B - Q1",3594,0.47
"3249","cc","Care received","Care received","I found the service very beneficial.",0,"Trust B","Trust B - Q1",3595,0.493
"3250","cs","Care received","Advice and support","I found the service very helpful and they eased my mind to my problem even though I had difficulty in explaining it.",0,"Trust B","Trust B - Q1",3596,0.05
"3251","cs","Care received","Advice and support","I found the service was quick and provided me with the proper treatment to maintain my condition.",0,"Trust B","Trust B - Q1",3598,0
"3252","cc","Care received","Care received","I found the services very useful, enjoyed all the activities.",0,"Trust B","Trust B - Q1",3599,0.776
"3253","cs","Care received","Advice and support","I found the session very useful to support foster carers in sharing information.  
Completed by supervisory social worker",0,"Trust B","Trust B - Q1",3600,0.838
"3254","cr","Care received","Rules/approach to care","I found the sessions fun, friendly, informative and very beneficial.",0,"Trust B","Trust B - Q1",3601,0.866
"3255","sa","Staff","Attitude Of Staff","I found the team extremely kind and very helpful.",0,"Trust B","Trust B - Q1",3602,0.777
"3256","cc","Care received","Care received","I found the visits were extremely helpful and feel I have been excellently looked after. Thank you.",0,"Trust B","Trust B - Q1",3603,0.866
"3257","mi","Communication","Amount/clarity of information","I found the whole experience most enlightening and informative. The team are great and should be highly commended.",0,"Trust B","Trust B - Q1",3604,0.898
"3258","cs","Care received","Advice and support","I found the whole experience very helpful.",0,"Trust B","Trust B - Q1",3605,0.475
"3259","sa","Staff","Attitude Of Staff","I found they were very understanding and thorough at explaining the problem.",0,"Trust B","Trust B - Q1",3606,-0.402
"3260","sa","Staff","Attitude Of Staff","I found XXXX to be very professional and helpful.  She could not have been more pleasant and understanding.",0,"Trust B","Trust B - Q1",3607,0.769
"3261","sa","Staff","Attitude Of Staff","I found XXXX very polite.  After asking lots of questions he diagnosed my problem",0,"Trust B","Trust B - Q1",3608,-0.402
"3262","cp","Care received","Physical care","I found XXXX's exercises and advice so far to be extremely useful.",0,"Trust B","Trust B - Q1",3609,0.493
"3263","ce","Care received","Emotional care","I got the chance to explain exactly how my symptoms affected me without feeling embarrassed or uneasy.  It was easy to open up.",3,"Trust B","Trust B - Q1",3610,0.348
"3264","wa","Access","Time spent waiting for first appt/referral/service","I got through on the phone very quickly and had a call back the same day.",0,"Trust B","Trust B - Q1",3611,0
"3265","sp","Staff","Professionalism/Competence Of Staff","I had a problem with my shoulder and saw staff member who was very professional and courteous.",0,"Trust B","Trust B - Q1",3612,0.218
"3266","sa","Staff","Attitude Of Staff","I had a telephone consultation with staff member, sShe was lovely.",0,"Trust B","Trust B - Q1",3613,0.586
"3267","mi","Communication","Amount/clarity of information","I had every information I needed.",0,"Trust B","Trust B - Q1",3614,0
"3268","sa","Staff","Attitude Of Staff","I had XXXX visiting me, I cannot sing her praises enough.  From the start she was friendly and helped me so much.  Just talking and liaising with my GP etc.  She was so easy to talk to and I knew I could phone her any time if I needed to.",0,"Trust B","Trust B - Q1",3616,0.56
"3269","mi","Communication","Amount/clarity of information","I hadn't done any courses like this before and I am very much a beginner to signs and symbols. The course was very informative.",0,"Trust B","Trust B - Q1",3617,0.361
"3270","cp","Care received","Physical care","I have already experienced 1:1 physio at Coalville Hospital for my hip.  Did me good and had 6 weeks in the gym.",0,"Trust B","Trust B - Q1",3618,0.44
"3271","cs","Care received","Advice and support","I have always found everyone to be helpful.",0,"Trust B","Trust B - Q1",3619,0.421
"3272","cc","Care received","Care received","I have always found the NHS wonderful to me and my family x",0,"Trust B","Trust B - Q1",3620,0.572
"3273","ss","Staff","Staff: General","I have been in and out of hospital for many years with my daughter  and I can confidently say that was the best set of clinicians I have met ever.  They were wonderful in dealing with my daughter they listened, gave advise and filled her and I with great confidence.",0,"Trust B","Trust B - Q1",3621,0.961
"3274","sa","Staff","Attitude Of Staff","I have been in pain with my shoulder and neck for a few years now. I was referred to Melton Hospital and was lucky enough to have XXXX as my physio,what a very kind and lovely lady, who very skilfully identified my problem and proceeded to help me with exercise and deportment. Thank-you XXXX",0,"Trust B","Trust B - Q1",3622,0.805
